gene_id,sample,counts,cell,dex,avgLength,gene_name,entrezid,gene_biotype,gene_seq_start,gene_seq_end,seq_name,seq_strand,seq_coord_system,symbol
ENSG00000150636,SRR1039517,64,N080611,trt,126,CCDC102B,,protein_coding,66382446,66722426,18,1,,CCDC102B
ENSG00000150636,SRR1039520,87,N061011,untrt,101,CCDC102B,,protein_coding,66382446,66722426,18,1,,CCDC102B
ENSG00000150636,SRR1039521,33,N061011,trt,98,CCDC102B,,protein_coding,66382446,66722426,18,1,,CCDC102B
ENSG00000150672,SRR1039508,42,N61311,untrt,126,DLG2,,protein_coding,83166055,85338966,11,-1,,DLG2
ENSG00000150672,SRR1039509,49,N61311,trt,126,DLG2,,protein_coding,83166055,85338966,11,-1,,DLG2
ENSG00000150672,SRR1039512,43,N052611,untrt,126,DLG2,,protein_coding,83166055,85338966,11,-1,,DLG2
ENSG00000150672,SRR1039513,45,N052611,trt,87,DLG2,,protein_coding,83166055,85338966,11,-1,,DLG2
ENSG00000150672,SRR1039516,44,N080611,untrt,120,DLG2,,protein_coding,83166055,85338966,11,-1,,DLG2
ENSG00000150672,SRR1039517,50,N080611,trt,126,DLG2,,protein_coding,83166055,85338966,11,-1,,DLG2
ENSG00000150672,SRR1039520,39,N061011,untrt,101,DLG2,,protein_coding,83166055,85338966,11,-1,,DLG2
ENSG00000150672,SRR1039521,79,N061011,trt,98,DLG2,,protein_coding,83166055,85338966,11,-1,,DLG2
ENSG00000150687,SRR1039508,9710,N61311,untrt,126,PRSS23,,protein_coding,86502101,86663952,11,1,,PRSS23
ENSG00000150687,SRR1039509,4180,N61311,trt,126,PRSS23,,protein_coding,86502101,86663952,11,1,,PRSS23
ENSG00000150687,SRR1039512,15462,N052611,untrt,126,PRSS23,,protein_coding,86502101,86663952,11,1,,PRSS23
ENSG00000150687,SRR1039513,6125,N052611,trt,87,PRSS23,,protein_coding,86502101,86663952,11,1,,PRSS23
ENSG00000150687,SRR1039516,6480,N080611,untrt,120,PRSS23,,protein_coding,86502101,86663952,11,1,,PRSS23
ENSG00000150687,SRR1039517,5105,N080611,trt,126,PRSS23,,protein_coding,86502101,86663952,11,1,,PRSS23
ENSG00000150687,SRR1039520,6747,N061011,untrt,101,PRSS23,,protein_coding,86502101,86663952,11,1,,PRSS23
ENSG00000150687,SRR1039521,4137,N061011,trt,98,PRSS23,,protein_coding,86502101,86663952,11,1,,PRSS23
ENSG00000150712,SRR1039508,693,N61311,untrt,126,MTMR12,,protein_coding,32227100,32313115,5,-1,,MTMR12
ENSG00000150712,SRR1039509,728,N61311,trt,126,MTMR12,,protein_coding,32227100,32313115,5,-1,,MTMR12
ENSG00000150712,SRR1039512,786,N052611,untrt,126,MTMR12,,protein_coding,32227100,32313115,5,-1,,MTMR12
ENSG00000150712,SRR1039513,711,N052611,trt,87,MTMR12,,protein_coding,32227100,32313115,5,-1,,MTMR12
ENSG00000150712,SRR1039516,681,N080611,untrt,120,MTMR12,,protein_coding,32227100,32313115,5,-1,,MTMR12
ENSG00000150712,SRR1039517,941,N080611,trt,126,MTMR12,,protein_coding,32227100,32313115,5,-1,,MTMR12
ENSG00000150712,SRR1039520,694,N061011,untrt,101,MTMR12,,protein_coding,32227100,32313115,5,-1,,MTMR12
ENSG00000150712,SRR1039521,1051,N061011,trt,98,MTMR12,,protein_coding,32227100,32313115,5,-1,,MTMR12
ENSG00000150753,SRR1039508,1345,N61311,untrt,126,CCT5,,protein_coding,10250033,10266524,5,1,,CCT5
ENSG00000150753,SRR1039509,1587,N61311,trt,126,CCT5,,protein_coding,10250033,10266524,5,1,,CCT5
ENSG00000150753,SRR1039512,1586,N052611,untrt,126,CCT5,,protein_coding,10250033,10266524,5,1,,CCT5
ENSG00000150753,SRR1039513,1061,N052611,trt,87,CCT5,,protein_coding,10250033,10266524,5,1,,CCT5
ENSG00000150753,SRR1039516,2027,N080611,untrt,120,CCT5,,protein_coding,10250033,10266524,5,1,,CCT5
ENSG00000150753,SRR1039517,3172,N080611,trt,126,CCT5,,protein_coding,10250033,10266524,5,1,,CCT5
ENSG00000150753,SRR1039520,1185,N061011,untrt,101,CCT5,,protein_coding,10250033,10266524,5,1,,CCT5
ENSG00000150753,SRR1039521,1549,N061011,trt,98,CCT5,,protein_coding,10250033,10266524,5,1,,CCT5
ENSG00000150756,SRR1039508,205,N61311,untrt,126,FAM173B,,protein_coding,10226442,10250009,5,-1,,FAM173B
ENSG00000150756,SRR1039509,159,N61311,trt,126,FAM173B,,protein_coding,10226442,10250009,5,-1,,FAM173B
ENSG00000150756,SRR1039512,229,N052611,untrt,126,FAM173B,,protein_coding,10226442,10250009,5,-1,,FAM173B
ENSG00000150756,SRR1039513,115,N052611,trt,87,FAM173B,,protein_coding,10226442,10250009,5,-1,,FAM173B
ENSG00000150756,SRR1039516,223,N080611,untrt,120,FAM173B,,protein_coding,10226442,10250009,5,-1,,FAM173B
ENSG00000150756,SRR1039517,241,N080611,trt,126,FAM173B,,protein_coding,10226442,10250009,5,-1,,FAM173B
ENSG00000150756,SRR1039520,139,N061011,untrt,101,FAM173B,,protein_coding,10226442,10250009,5,-1,,FAM173B
ENSG00000150756,SRR1039521,102,N061011,trt,98,FAM173B,,protein_coding,10226442,10250009,5,-1,,FAM173B
ENSG00000150760,SRR1039508,3845,N61311,untrt,126,DOCK1,,protein_coding,128593978,129250781,10,1,,DOCK1
ENSG00000150760,SRR1039509,2925,N61311,trt,126,DOCK1,,protein_coding,128593978,129250781,10,1,,DOCK1
ENSG00000150760,SRR1039512,2915,N052611,untrt,126,DOCK1,,protein_coding,128593978,129250781,10,1,,DOCK1
ENSG00000150760,SRR1039513,1685,N052611,trt,87,DOCK1,,protein_coding,128593978,129250781,10,1,,DOCK1
ENSG00000150760,SRR1039516,3014,N080611,untrt,120,DOCK1,,protein_coding,128593978,129250781,10,1,,DOCK1
ENSG00000150760,SRR1039517,3999,N080611,trt,126,DOCK1,,protein_coding,128593978,129250781,10,1,,DOCK1
ENSG00000150760,SRR1039520,2945,N061011,untrt,101,DOCK1,,protein_coding,128593978,129250781,10,1,,DOCK1
ENSG00000150760,SRR1039521,2714,N061011,trt,98,DOCK1,,protein_coding,128593978,129250781,10,1,,DOCK1
ENSG00000150764,SRR1039508,992,N61311,untrt,126,DIXDC1,,protein_coding,111797868,111893308,11,1,,DIXDC1
ENSG00000150764,SRR1039509,1113,N61311,trt,126,DIXDC1,,protein_coding,111797868,111893308,11,1,,DIXDC1
ENSG00000150764,SRR1039512,1279,N052611,untrt,126,DIXDC1,,protein_coding,111797868,111893308,11,1,,DIXDC1
ENSG00000150764,SRR1039513,932,N052611,trt,87,DIXDC1,,protein_coding,111797868,111893308,11,1,,DIXDC1
ENSG00000150764,SRR1039516,986,N080611,untrt,120,DIXDC1,,protein_coding,111797868,111893308,11,1,,DIXDC1
ENSG00000150764,SRR1039517,1302,N080611,trt,126,DIXDC1,,protein_coding,111797868,111893308,11,1,,DIXDC1
ENSG00000150764,SRR1039520,1175,N061011,untrt,101,DIXDC1,,protein_coding,111797868,111893308,11,1,,DIXDC1
ENSG00000150764,SRR1039521,1518,N061011,trt,98,DIXDC1,,protein_coding,111797868,111893308,11,1,,DIXDC1
ENSG00000150768,SRR1039508,382,N61311,untrt,126,DLAT,,protein_coding,111895538,111935114,11,1,,DLAT
ENSG00000150768,SRR1039509,494,N61311,trt,126,DLAT,,protein_coding,111895538,111935114,11,1,,DLAT
ENSG00000150768,SRR1039512,444,N052611,untrt,126,DLAT,,protein_coding,111895538,111935114,11,1,,DLAT
ENSG00000150768,SRR1039513,354,N052611,trt,87,DLAT,,protein_coding,111895538,111935114,11,1,,DLAT
ENSG00000150768,SRR1039516,518,N080611,untrt,120,DLAT,,protein_coding,111895538,111935114,11,1,,DLAT
ENSG00000150768,SRR1039517,780,N080611,trt,126,DLAT,,protein_coding,111895538,111935114,11,1,,DLAT
ENSG00000150768,SRR1039520,343,N061011,untrt,101,DLAT,,protein_coding,111895538,111935114,11,1,,DLAT
ENSG00000150768,SRR1039521,425,N061011,trt,98,DLAT,,protein_coding,111895538,111935114,11,1,,DLAT
ENSG00000150773,SRR1039508,14,N61311,untrt,126,PIH1D2,,protein_coding,111934734,111944998,11,-1,,PIH1D2
ENSG00000150773,SRR1039509,13,N61311,trt,126,PIH1D2,,protein_coding,111934734,111944998,11,-1,,PIH1D2
ENSG00000150773,SRR1039512,32,N052611,untrt,126,PIH1D2,,protein_coding,111934734,111944998,11,-1,,PIH1D2
ENSG00000150773,SRR1039513,24,N052611,trt,87,PIH1D2,,protein_coding,111934734,111944998,11,-1,,PIH1D2
ENSG00000150773,SRR1039516,39,N080611,untrt,120,PIH1D2,,protein_coding,111934734,111944998,11,-1,,PIH1D2
ENSG00000150773,SRR1039517,41,N080611,trt,126,PIH1D2,,protein_coding,111934734,111944998,11,-1,,PIH1D2
ENSG00000150773,SRR1039520,29,N061011,untrt,101,PIH1D2,,protein_coding,111934734,111944998,11,-1,,PIH1D2
ENSG00000150773,SRR1039521,21,N061011,trt,98,PIH1D2,,protein_coding,111934734,111944998,11,-1,,PIH1D2
ENSG00000150776,SRR1039508,587,N61311,untrt,126,C11orf57,,protein_coding,111944810,111955874,11,1,,C11orf57
ENSG00000150776,SRR1039509,435,N61311,trt,126,C11orf57,,protein_coding,111944810,111955874,11,1,,C11orf57
ENSG00000150776,SRR1039512,674,N052611,untrt,126,C11orf57,,protein_coding,111944810,111955874,11,1,,C11orf57
ENSG00000150776,SRR1039513,375,N052611,trt,87,C11orf57,,protein_coding,111944810,111955874,11,1,,C11orf57
ENSG00000150776,SRR1039516,723,N080611,untrt,120,C11orf57,,protein_coding,111944810,111955874,11,1,,C11orf57
ENSG00000150776,SRR1039517,709,N080611,trt,126,C11orf57,,protein_coding,111944810,111955874,11,1,,C11orf57
ENSG00000150776,SRR1039520,540,N061011,untrt,101,C11orf57,,protein_coding,111944810,111955874,11,1,,C11orf57
ENSG00000150776,SRR1039521,513,N061011,trt,98,C11orf57,,protein_coding,111944810,111955874,11,1,,C11orf57
ENSG00000150779,SRR1039508,240,N61311,untrt,126,TIMM8B,,protein_coding,111955524,111957522,11,-1,,TIMM8B
ENSG00000150779,SRR1039509,221,N61311,trt,126,TIMM8B,,protein_coding,111955524,111957522,11,-1,,TIMM8B
ENSG00000150779,SRR1039512,308,N052611,untrt,126,TIMM8B,,protein_coding,111955524,111957522,11,-1,,TIMM8B
ENSG00000150779,SRR1039513,128,N052611,trt,87,TIMM8B,,protein_coding,111955524,111957522,11,-1,,TIMM8B
ENSG00000150779,SRR1039516,300,N080611,untrt,120,TIMM8B,,protein_coding,111955524,111957522,11,-1,,TIMM8B
ENSG00000150779,SRR1039517,374,N080611,trt,126,TIMM8B,,protein_coding,111955524,111957522,11,-1,,TIMM8B
ENSG00000150779,SRR1039520,232,N061011,untrt,101,TIMM8B,,protein_coding,111955524,111957522,11,-1,,TIMM8B
ENSG00000150779,SRR1039521,182,N061011,trt,98,TIMM8B,,protein_coding,111955524,111957522,11,-1,,TIMM8B
ENSG00000150787,SRR1039508,345,N61311,untrt,126,PTS,,protein_coding,112097088,112140678,11,1,,PTS
ENSG00000150787,SRR1039509,292,N61311,trt,126,PTS,,protein_coding,112097088,112140678,11,1,,PTS
ENSG00000150787,SRR1039512,356,N052611,untrt,126,PTS,,protein_coding,112097088,112140678,11,1,,PTS
ENSG00000150787,SRR1039513,208,N052611,trt,87,PTS,,protein_coding,112097088,112140678,11,1,,PTS
ENSG00000150787,SRR1039516,587,N080611,untrt,120,PTS,,protein_coding,112097088,112140678,11,1,,PTS
ENSG00000150787,SRR1039517,697,N080611,trt,126,PTS,,protein_coding,112097088,112140678,11,1,,PTS
ENSG00000150787,SRR1039520,222,N061011,untrt,101,PTS,,protein_coding,112097088,112140678,11,1,,PTS
ENSG00000150787,SRR1039521,253,N061011,trt,98,PTS,,protein_coding,112097088,112140678,11,1,,PTS
ENSG00000150867,SRR1039508,722,N61311,untrt,126,PIP4K2A,,protein_coding,22823778,23003484,10,-1,,PIP4K2A
ENSG00000150867,SRR1039509,810,N61311,trt,126,PIP4K2A,,protein_coding,22823778,23003484,10,-1,,PIP4K2A
ENSG00000150867,SRR1039512,691,N052611,untrt,126,PIP4K2A,,protein_coding,22823778,23003484,10,-1,,PIP4K2A
ENSG00000150867,SRR1039513,578,N052611,trt,87,PIP4K2A,,protein_coding,22823778,23003484,10,-1,,PIP4K2A
ENSG00000150867,SRR1039516,817,N080611,untrt,120,PIP4K2A,,protein_coding,22823778,23003484,10,-1,,PIP4K2A
ENSG00000150867,SRR1039517,867,N080611,trt,126,PIP4K2A,,protein_coding,22823778,23003484,10,-1,,PIP4K2A
ENSG00000150867,SRR1039520,606,N061011,untrt,101,PIP4K2A,,protein_coding,22823778,23003484,10,-1,,PIP4K2A
ENSG00000150867,SRR1039521,753,N061011,trt,98,PIP4K2A,,protein_coding,22823778,23003484,10,-1,,PIP4K2A
ENSG00000150907,SRR1039508,250,N61311,untrt,126,FOXO1,,protein_coding,41129804,41240734,13,-1,,FOXO1
ENSG00000150907,SRR1039509,987,N61311,trt,126,FOXO1,,protein_coding,41129804,41240734,13,-1,,FOXO1
ENSG00000150907,SRR1039512,231,N052611,untrt,126,FOXO1,,protein_coding,41129804,41240734,13,-1,,FOXO1
ENSG00000150907,SRR1039513,761,N052611,trt,87,FOXO1,,protein_coding,41129804,41240734,13,-1,,FOXO1
ENSG00000150907,SRR1039516,240,N080611,untrt,120,FOXO1,,protein_coding,41129804,41240734,13,-1,,FOXO1
ENSG00000150907,SRR1039517,893,N080611,trt,126,FOXO1,,protein_coding,41129804,41240734,13,-1,,FOXO1
ENSG00000150907,SRR1039520,257,N061011,untrt,101,FOXO1,,protein_coding,41129804,41240734,13,-1,,FOXO1
ENSG00000150907,SRR1039521,1542,N061011,trt,98,FOXO1,,protein_coding,41129804,41240734,13,-1,,FOXO1
ENSG00000150938,SRR1039508,5523,N61311,untrt,126,CRIM1,,protein_coding,36583069,36778278,2,1,,CRIM1
ENSG00000150938,SRR1039509,7813,N61311,trt,126,CRIM1,,protein_coding,36583069,36778278,2,1,,CRIM1
ENSG00000150938,SRR1039512,11975,N052611,untrt,126,CRIM1,,protein_coding,36583069,36778278,2,1,,CRIM1
ENSG00000150938,SRR1039513,12247,N052611,trt,87,CRIM1,,protein_coding,36583069,36778278,2,1,,CRIM1
ENSG00000150938,SRR1039516,6409,N080611,untrt,120,CRIM1,,protein_coding,36583069,36778278,2,1,,CRIM1
ENSG00000150938,SRR1039517,21780,N080611,trt,126,CRIM1,,protein_coding,36583069,36778278,2,1,,CRIM1
ENSG00000150938,SRR1039520,6949,N061011,untrt,101,CRIM1,,protein_coding,36583069,36778278,2,1,,CRIM1
ENSG00000150938,SRR1039521,15771,N061011,trt,98,CRIM1,,protein_coding,36583069,36778278,2,1,,CRIM1
ENSG00000150961,SRR1039508,2716,N61311,untrt,126,SEC24D,,protein_coding,119643978,119759838,4,-1,,SEC24D
ENSG00000150961,SRR1039509,2251,N61311,trt,126,SEC24D,,protein_coding,119643978,119759838,4,-1,,SEC24D
ENSG00000150961,SRR1039512,2876,N052611,untrt,126,SEC24D,,protein_coding,119643978,119759838,4,-1,,SEC24D
ENSG00000150961,SRR1039513,1560,N052611,trt,87,SEC24D,,protein_coding,119643978,119759838,4,-1,,SEC24D
ENSG00000150961,SRR1039516,3325,N080611,untrt,120,SEC24D,,protein_coding,119643978,119759838,4,-1,,SEC24D
ENSG00000150961,SRR1039517,3733,N080611,trt,126,SEC24D,,protein_coding,119643978,119759838,4,-1,,SEC24D
ENSG00000150961,SRR1039520,2696,N061011,untrt,101,SEC24D,,protein_coding,119643978,119759838,4,-1,,SEC24D
ENSG00000150961,SRR1039521,2370,N061011,trt,98,SEC24D,,protein_coding,119643978,119759838,4,-1,,SEC24D
ENSG00000150967,SRR1039508,88,N61311,untrt,126,ABCB9,,protein_coding,123405498,123466196,12,-1,,ABCB9
ENSG00000150967,SRR1039509,41,N61311,trt,126,ABCB9,,protein_coding,123405498,123466196,12,-1,,ABCB9
ENSG00000150967,SRR1039512,85,N052611,untrt,126,ABCB9,,protein_coding,123405498,123466196,12,-1,,ABCB9
ENSG00000150967,SRR1039513,36,N052611,trt,87,ABCB9,,protein_coding,123405498,123466196,12,-1,,ABCB9
ENSG00000150967,SRR1039516,74,N080611,untrt,120,ABCB9,,protein_coding,123405498,123466196,12,-1,,ABCB9
ENSG00000150967,SRR1039517,48,N080611,trt,126,ABCB9,,protein_coding,123405498,123466196,12,-1,,ABCB9
ENSG00000150967,SRR1039520,63,N061011,untrt,101,ABCB9,,protein_coding,123405498,123466196,12,-1,,ABCB9
ENSG00000150967,SRR1039521,35,N061011,trt,98,ABCB9,,protein_coding,123405498,123466196,12,-1,,ABCB9
ENSG00000150977,SRR1039508,375,N61311,untrt,126,RILPL2,,protein_coding,123899936,123921264,12,-1,,RILPL2
ENSG00000150977,SRR1039509,493,N61311,trt,126,RILPL2,,protein_coding,123899936,123921264,12,-1,,RILPL2
ENSG00000150977,SRR1039512,559,N052611,untrt,126,RILPL2,,protein_coding,123899936,123921264,12,-1,,RILPL2
ENSG00000150977,SRR1039513,440,N052611,trt,87,RILPL2,,protein_coding,123899936,123921264,12,-1,,RILPL2
ENSG00000150977,SRR1039516,437,N080611,untrt,120,RILPL2,,protein_coding,123899936,123921264,12,-1,,RILPL2
ENSG00000150977,SRR1039517,727,N080611,trt,126,RILPL2,,protein_coding,123899936,123921264,12,-1,,RILPL2
ENSG00000150977,SRR1039520,425,N061011,untrt,101,RILPL2,,protein_coding,123899936,123921264,12,-1,,RILPL2
ENSG00000150977,SRR1039521,670,N061011,trt,98,RILPL2,,protein_coding,123899936,123921264,12,-1,,RILPL2
ENSG00000150990,SRR1039508,299,N61311,untrt,126,DHX37,,protein_coding,125431371,125473668,12,-1,,DHX37
ENSG00000150990,SRR1039509,402,N61311,trt,126,DHX37,,protein_coding,125431371,125473668,12,-1,,DHX37
ENSG00000150990,SRR1039512,326,N052611,untrt,126,DHX37,,protein_coding,125431371,125473668,12,-1,,DHX37
ENSG00000150990,SRR1039513,241,N052611,trt,87,DHX37,,protein_coding,125431371,125473668,12,-1,,DHX37
ENSG00000150990,SRR1039516,393,N080611,untrt,120,DHX37,,protein_coding,125431371,125473668,12,-1,,DHX37
ENSG00000150990,SRR1039517,792,N080611,trt,126,DHX37,,protein_coding,125431371,125473668,12,-1,,DHX37
ENSG00000150990,SRR1039520,240,N061011,untrt,101,DHX37,,protein_coding,125431371,125473668,12,-1,,DHX37
ENSG00000150990,SRR1039521,383,N061011,trt,98,DHX37,,protein_coding,125431371,125473668,12,-1,,DHX37
ENSG00000150991,SRR1039508,76167,N61311,untrt,126,UBC,,protein_coding,125396150,125401914,12,-1,,UBC
ENSG00000150991,SRR1039509,85370,N61311,trt,126,UBC,,protein_coding,125396150,125401914,12,-1,,UBC
ENSG00000150991,SRR1039512,87699,N052611,untrt,126,UBC,,protein_coding,125396150,125401914,12,-1,,UBC
ENSG00000150991,SRR1039513,70700,N052611,trt,87,UBC,,protein_coding,125396150,125401914,12,-1,,UBC
ENSG00000150991,SRR1039516,106280,N080611,untrt,120,UBC,,protein_coding,125396150,125401914,12,-1,,UBC
ENSG00000150991,SRR1039517,124105,N080611,trt,126,UBC,,protein_coding,125396150,125401914,12,-1,,UBC
ENSG00000150991,SRR1039520,80512,N061011,untrt,101,UBC,,protein_coding,125396150,125401914,12,-1,,UBC
ENSG00000150991,SRR1039521,95539,N061011,trt,98,UBC,,protein_coding,125396150,125401914,12,-1,,UBC
ENSG00000150995,SRR1039508,2987,N61311,untrt,126,ITPR1,,protein_coding,4535032,4889524,3,1,,ITPR1
ENSG00000150995,SRR1039509,2701,N61311,trt,126,ITPR1,,protein_coding,4535032,4889524,3,1,,ITPR1
ENSG00000150995,SRR1039512,2653,N052611,untrt,126,ITPR1,,protein_coding,4535032,4889524,3,1,,ITPR1
ENSG00000150995,SRR1039513,1965,N052611,trt,87,ITPR1,,protein_coding,4535032,4889524,3,1,,ITPR1
ENSG00000150995,SRR1039516,1753,N080611,untrt,120,ITPR1,,protein_coding,4535032,4889524,3,1,,ITPR1
ENSG00000150995,SRR1039517,3204,N080611,trt,126,ITPR1,,protein_coding,4535032,4889524,3,1,,ITPR1
ENSG00000150995,SRR1039520,1571,N061011,untrt,101,ITPR1,,protein_coding,4535032,4889524,3,1,,ITPR1
ENSG00000150995,SRR1039521,3038,N061011,trt,98,ITPR1,,protein_coding,4535032,4889524,3,1,,ITPR1
ENSG00000151006,SRR1039508,26,N61311,untrt,126,PRSS53,,protein_coding,31094746,31100949,16,-1,,PRSS53
ENSG00000151006,SRR1039509,28,N61311,trt,126,PRSS53,,protein_coding,31094746,31100949,16,-1,,PRSS53
ENSG00000151006,SRR1039512,23,N052611,untrt,126,PRSS53,,protein_coding,31094746,31100949,16,-1,,PRSS53
ENSG00000151006,SRR1039513,11,N052611,trt,87,PRSS53,,protein_coding,31094746,31100949,16,-1,,PRSS53
ENSG00000151006,SRR1039516,25,N080611,untrt,120,PRSS53,,protein_coding,31094746,31100949,16,-1,,PRSS53
ENSG00000151006,SRR1039517,34,N080611,trt,126,PRSS53,,protein_coding,31094746,31100949,16,-1,,PRSS53
ENSG00000151006,SRR1039520,23,N061011,untrt,101,PRSS53,,protein_coding,31094746,31100949,16,-1,,PRSS53
ENSG00000151006,SRR1039521,14,N061011,trt,98,PRSS53,,protein_coding,31094746,31100949,16,-1,,PRSS53
ENSG00000151012,SRR1039508,737,N61311,untrt,126,SLC7A11,,protein_coding,139085251,139163503,4,-1,,SLC7A11
ENSG00000151012,SRR1039509,391,N61311,trt,126,SLC7A11,,protein_coding,139085251,139163503,4,-1,,SLC7A11
ENSG00000151012,SRR1039512,767,N052611,untrt,126,SLC7A11,,protein_coding,139085251,139163503,4,-1,,SLC7A11
ENSG00000151012,SRR1039513,194,N052611,trt,87,SLC7A11,,protein_coding,139085251,139163503,4,-1,,SLC7A11
ENSG00000151012,SRR1039516,2614,N080611,untrt,120,SLC7A11,,protein_coding,139085251,139163503,4,-1,,SLC7A11
ENSG00000151012,SRR1039517,1345,N080611,trt,126,SLC7A11,,protein_coding,139085251,139163503,4,-1,,SLC7A11
ENSG00000151012,SRR1039520,665,N061011,untrt,101,SLC7A11,,protein_coding,139085251,139163503,4,-1,,SLC7A11
ENSG00000151012,SRR1039521,245,N061011,trt,98,SLC7A11,,protein_coding,139085251,139163503,4,-1,,SLC7A11
ENSG00000151014,SRR1039508,35,N61311,untrt,126,CCRN4L,,protein_coding,139936943,139966906,4,1,,CCRN4L
ENSG00000151014,SRR1039509,15,N61311,trt,126,CCRN4L,,protein_coding,139936943,139966906,4,1,,CCRN4L
ENSG00000151014,SRR1039512,67,N052611,untrt,126,CCRN4L,,protein_coding,139936943,139966906,4,1,,CCRN4L
ENSG00000151014,SRR1039513,31,N052611,trt,87,CCRN4L,,protein_coding,139936943,139966906,4,1,,CCRN4L
ENSG00000151014,SRR1039516,57,N080611,untrt,120,CCRN4L,,protein_coding,139936943,139966906,4,1,,CCRN4L
ENSG00000151014,SRR1039517,81,N080611,trt,126,CCRN4L,,protein_coding,139936943,139966906,4,1,,CCRN4L
ENSG00000151014,SRR1039520,25,N061011,untrt,101,CCRN4L,,protein_coding,139936943,139966906,4,1,,CCRN4L
ENSG00000151014,SRR1039521,21,N061011,trt,98,CCRN4L,,protein_coding,139936943,139966906,4,1,,CCRN4L
ENSG00000151062,SRR1039508,37,N61311,untrt,126,CACNA2D4,,protein_coding,1901123,2028002,12,-1,,CACNA2D4
ENSG00000151062,SRR1039509,21,N61311,trt,126,CACNA2D4,,protein_coding,1901123,2028002,12,-1,,CACNA2D4
ENSG00000151062,SRR1039512,40,N052611,untrt,126,CACNA2D4,,protein_coding,1901123,2028002,12,-1,,CACNA2D4
ENSG00000151062,SRR1039513,15,N052611,trt,87,CACNA2D4,,protein_coding,1901123,2028002,12,-1,,CACNA2D4
ENSG00000151062,SRR1039516,17,N080611,untrt,120,CACNA2D4,,protein_coding,1901123,2028002,12,-1,,CACNA2D4
ENSG00000151062,SRR1039517,22,N080611,trt,126,CACNA2D4,,protein_coding,1901123,2028002,12,-1,,CACNA2D4
ENSG00000151062,SRR1039520,37,N061011,untrt,101,CACNA2D4,,protein_coding,1901123,2028002,12,-1,,CACNA2D4
ENSG00000151062,SRR1039521,47,N061011,trt,98,CACNA2D4,,protein_coding,1901123,2028002,12,-1,,CACNA2D4
ENSG00000151065,SRR1039508,439,N61311,untrt,126,DCP1B,,protein_coding,2055220,2113701,12,-1,,DCP1B
ENSG00000151065,SRR1039509,284,N61311,trt,126,DCP1B,,protein_coding,2055220,2113701,12,-1,,DCP1B
ENSG00000151065,SRR1039512,531,N052611,untrt,126,DCP1B,,protein_coding,2055220,2113701,12,-1,,DCP1B
ENSG00000151065,SRR1039513,222,N052611,trt,87,DCP1B,,protein_coding,2055220,2113701,12,-1,,DCP1B
ENSG00000151065,SRR1039516,625,N080611,untrt,120,DCP1B,,protein_coding,2055220,2113701,12,-1,,DCP1B
ENSG00000151065,SRR1039517,507,N080611,trt,126,DCP1B,,protein_coding,2055220,2113701,12,-1,,DCP1B
ENSG00000151065,SRR1039520,435,N061011,untrt,101,DCP1B,,protein_coding,2055220,2113701,12,-1,,DCP1B
ENSG00000151065,SRR1039521,320,N061011,trt,98,DCP1B,,protein_coding,2055220,2113701,12,-1,,DCP1B
ENSG00000151067,SRR1039508,1468,N61311,untrt,126,CACNA1C,,protein_coding,2079952,2802108,12,1,,CACNA1C
ENSG00000151067,SRR1039509,945,N61311,trt,126,CACNA1C,,protein_coding,2079952,2802108,12,1,,CACNA1C
ENSG00000151067,SRR1039512,1591,N052611,untrt,126,CACNA1C,,protein_coding,2079952,2802108,12,1,,CACNA1C
ENSG00000151067,SRR1039513,479,N052611,trt,87,CACNA1C,,protein_coding,2079952,2802108,12,1,,CACNA1C
ENSG00000151067,SRR1039516,2158,N080611,untrt,120,CACNA1C,,protein_coding,2079952,2802108,12,1,,CACNA1C
ENSG00000151067,SRR1039517,2120,N080611,trt,126,CACNA1C,,protein_coding,2079952,2802108,12,1,,CACNA1C
ENSG00000151067,SRR1039520,1497,N061011,untrt,101,CACNA1C,,protein_coding,2079952,2802108,12,1,,CACNA1C
ENSG00000151067,SRR1039521,979,N061011,trt,98,CACNA1C,,protein_coding,2079952,2802108,12,1,,CACNA1C
ENSG00000151090,SRR1039508,361,N61311,untrt,126,THRB,,protein_coding,24158651,24536773,3,-1,,THRB
ENSG00000151090,SRR1039509,435,N61311,trt,126,THRB,,protein_coding,24158651,24536773,3,-1,,THRB
ENSG00000151090,SRR1039512,385,N052611,untrt,126,THRB,,protein_coding,24158651,24536773,3,-1,,THRB
ENSG00000151090,SRR1039513,314,N052611,trt,87,THRB,,protein_coding,24158651,24536773,3,-1,,THRB
ENSG00000151090,SRR1039516,352,N080611,untrt,120,THRB,,protein_coding,24158651,24536773,3,-1,,THRB
ENSG00000151090,SRR1039517,576,N080611,trt,126,THRB,,protein_coding,24158651,24536773,3,-1,,THRB
ENSG00000151090,SRR1039520,477,N061011,untrt,101,THRB,,protein_coding,24158651,24536773,3,-1,,THRB
ENSG00000151090,SRR1039521,595,N061011,trt,98,THRB,,protein_coding,24158651,24536773,3,-1,,THRB
ENSG00000151092,SRR1039508,377,N61311,untrt,126,NGLY1,,protein_coding,25760435,25831530,3,-1,,NGLY1
ENSG00000151092,SRR1039509,296,N61311,trt,126,NGLY1,,protein_coding,25760435,25831530,3,-1,,NGLY1
ENSG00000151092,SRR1039512,389,N052611,untrt,126,NGLY1,,protein_coding,25760435,25831530,3,-1,,NGLY1
